run,loss_type,optimizer,dropout,best_epoch,val_auc,val_logloss,test_auc,test_logloss
bce,bce,adamw,0.2,4,0.7624941936786833,0.512287974357605,0.7705678125023024,0.5066132545471191
focal,focal,adamw,0.2,4,0.7623841650273749,0.4803895056247711,0.7718100510574895,0.4773463010787964
